"position","isCandidate","isCandidateDelete","nbTrial","nbCompile","nbSosie","nbTest","nbAssert","maxDeep","meanDeep","medianDeep","minDeep","methodNameInTests","methodClassTargetByTests","nbDiff","nbStaticDiff"
"org.apache.commons.codec.net.QuotedPrintableCodec:503","false","false",0,0,0,1,4,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:505","true","false",5,0,0,1,4,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:507","true","false",3,1,0,1,4,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:509","true","true",4,3,0,1,4,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:506","true","true",15,5,0,1,4,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:504","true","true",23,5,0,1,4,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:502","true","true",28,6,0,1,4,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:487","true","false",2,0,0,10,23,2,1.5,2,1,0.7,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:469","true","false",4,4,0,1,1,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:468","true","true",7,7,2,1,1,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:471","true","false",4,1,0,2,5,1,1,1,1,0.5,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:448","true","false",1,0,0,1,2,2,2,2,2,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:447","true","true",3,2,1,1,2,2,2,2,2,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:450","true","false",6,4,0,10,23,3,2.5,3,2,0.7,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:430","true","false",1,1,0,12,26,2,1.5,2,1,0.583333333333333,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:598","true","false",2,2,0,1,1,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:597","true","true",3,3,0,1,1,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:600","true","false",4,2,0,3,6,1,1,1,1,0.333333333333333,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:576","true","false",1,1,0,1,2,2,2,2,2,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:575","true","true",3,3,1,1,2,2,2,2,2,1,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:578","true","false",5,1,0,12,26,3,2.5,3,2,0.583333333333333,1,0,0
"org.apache.commons.codec.net.QuotedPrintableCodec:548","true","false",1,1,1,15,35,3,2.5,3,2,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:127","true","false",0,0,0,1,2,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:126","true","true",2,2,1,1,2,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:130","true","true",2,2,0,1,0,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:129","true","true",5,4,0,1,0,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:132","true","false",4,2,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:133","true","false",1,0,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:134","true","false",3,1,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:136","true","true",6,2,0,1,0,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:135","true","true",11,5,0,1,0,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:138","true","false",2,0,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:140","true","true",2,2,0,1,0,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:139","true","true",7,4,0,1,0,1,1,1,1,0,1,0,0
