uuid;type;name;position;status;diff;graphDiff;branchDiff;variableDiff;exceptionDiff;nbTest;maxDeep;meanDeep;medianDeep;minDeep;staticDiff;nodeTransplantationPoint;nodeTransplant
d298e67a-2e2d-11e5-b1fd-8b0842d9211b;adrStmt;delete;org.apache.commons.lang3.text.WordUtils:462;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtAssignmentImpl;NA
bbeb5e02-2e4a-11e5-a02d-4fa80840cbca;adrStmt;replace;org.apache.commons.lang3.time.DateUtils:163;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
2c2e8108-2c02-11e5-9efa-f923439e545b;adrStmt;delete;org.apache.commons.lang3.ClassUtils:969;-2;0;0;0;0;0;5;5;4.5;5.0;4.0;false;CtLocalVariableImpl;NA
99765a83-2c0f-11e5-9661-2f81c2a6343d;adrStmt;replace;org.apache.commons.lang3.time.DateUtils:1084;-2;0;0;0;0;0;27;5;3.5;4.0;2.0;false;CtAssignmentImpl;CtAssignmentImpl
fc557773-2c0b-11e5-8e3c-cf48303026c5;adrStmt;replace;org.apache.commons.lang3.builder.ToStringStyle:1780;1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
5fa430fe-2e2d-11e5-aa3e-9d901ffd9ad3;adrStmt;add;org.apache.commons.lang3.ArrayUtils:2229;-2;0;0;0;0;0;4;3;2.0;2.0;1.0;false;CtReturnImpl;CtIfImpl
760b893f-2e10-11e5-84a9-ed64b5ab3af7;adrStmt;replace;org.apache.commons.lang3.StringUtils:4178;-1;0;0;0;0;0;14;7;5.0;5.0;3.0;false;CtIfImpl;CtIfImpl
99f9f19e-2c23-11e5-ad6c-495f4a29f779;adrStmt;replace;org.apache.commons.lang3.time.DurationFormatUtils:498;-1;0;0;0;0;0;20;5;3.0;3.0;1.0;false;CtIfImpl;CtInvocationImpl
3be7a1c7-2e08-11e5-a731-df3757746519;adrStmt;delete;org.apache.commons.lang3.builder.CompareToBuilder:740;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;NA
955a715f-2e72-11e5-9736-859640c8438b;adrStmt;add;org.apache.commons.lang3.text.StrBuilder:2660;0;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtForImpl;CtIfImpl
e7171be1-2e0a-11e5-aef8-af8382904c1f;adrStmt;add;org.apache.commons.lang3.text.StrSubstitutor:808;0;0;0;0;0;0;30;7;5.0;5.0;3.0;false;CtOperatorAssignmentImpl;CtOperatorAssignmentImpl
