"position","isCandidate","isCandidateDelete","nbTrial","nbCompile","nbSosie","nbTest","nbAssert","maxDeep","meanDeep","medianDeep","minDeep","methodNameInTests","methodClassTargetByTests","nbDiff","nbStaticDiff"
"org.apache.commons.lang3.math.Fraction:892","true","false",2,1,0,2,50,1,1,1,1,0.5,1,0,0
"org.apache.commons.lang3.math.Fraction:893","true","false",3,2,0,2,50,1,1,1,1,0.5,1,0,0
"org.apache.commons.lang3.math.Fraction:895","true","false",1,0,0,2,50,1,1,1,1,0.5,1,0,0
"org.apache.commons.lang3.math.Fraction:897","true","false",2,1,0,1,12,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:899","true","false",1,1,1,1,12,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:896","true","true",6,4,1,1,12,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:894","true","true",8,4,1,2,50,1,1,1,1,0.5,1,0,0
"org.apache.commons.lang3.math.Fraction:377","true","false",2,0,0,22,386,3,2,2,1,0,1,0,0
"org.apache.commons.lang3.math.Fraction:368","true","false",0,0,0,22,386,3,2,2,1,0,1,0,0
"org.apache.commons.lang3.math.Fraction:392","true","false",2,1,0,2,23,2,1.5,2,1,0,1,0,0
"org.apache.commons.lang3.math.Fraction:407","true","false",2,2,0,2,23,2,1.5,2,1,0,1,0,0
"org.apache.commons.lang3.math.Fraction:586","true","false",2,2,1,9,202,34,18,18,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:585","true","true",5,4,2,9,202,34,18,18,2,0,1,1,0
"org.apache.commons.lang3.math.Fraction:592","true","true",2,0,0,9,211,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:592","true","true",2,0,0,9,211,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:593","true","true",0,0,0,9,211,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:593","true","true",0,0,0,9,211,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:595","true","false",2,0,0,10,222,34,18,18,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:597","true","true",6,4,1,6,160,4,3,3,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:597","true","true",6,4,1,6,160,4,3,3,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:597","true","true",6,4,1,6,160,4,3,3,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:596","true","true",7,5,1,6,160,4,3,3,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:604","true","false",1,0,0,10,222,34,18,18,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:611","true","true",1,0,0,8,200,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:610","true","true",2,0,0,8,200,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:615","true","true",2,0,0,9,211,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:617","true","true",1,0,0,9,211,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:614","true","true",4,0,0,9,211,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:620","true","true",2,0,0,9,211,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:607","true","true",10,2,0,9,211,5,3.5,4,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:624","true","false",0,0,0,10,222,34,18,18,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:865","true","true",3,3,0,1,3,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:863","true","true",5,5,1,1,3,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:867","true","false",1,1,0,1,3,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:421","true","false",1,0,0,1,4,1,1,1,1,0,1,0,0
"org.apache.commons.lang3.math.Fraction:640","true","false",1,0,0,5,126,33,17.5,18,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:643","true","true",3,2,0,1,38,3,3,3,3,0,1,0,0
"org.apache.commons.lang3.math.Fraction:641","true","true",5,3,0,5,126,33,17.5,18,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:645","true","false",2,2,0,5,126,33,17.5,18,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:659","true","false",1,0,0,5,126,33,17.5,18,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:661","true","true",1,1,0,4,88,3,2.5,3,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:660","true","true",4,2,0,4,88,3,2.5,3,2,0,1,0,0
