uuid;type;name;position;status;diff;graphDiff;branchDiff;variableDiff;exceptionDiff;nbTest;maxDeep;meanDeep;medianDeep;minDeep;staticDiff;nodeTransplantationPoint;nodeTransplant
eede0adc-42ae-11e5-8ae7-77e784643200;adrStmt;replace;org.apache.commons.codec.digest.Sha2Crypt:470;-1;0;0;0;0;0;6;6;4.0;4.0;2.0;false;CtInvocationImpl;CtIfImpl
4b48b4a7-42c3-11e5-92bf-fb59e1546e8b;adrStmt;replace;org.apache.commons.codec.net.RFC1522Codec:74;-1;0;0;0;0;0;8;4;3.5;4.0;3.0;false;CtInvocationImpl;CtInvocationImpl
4430769a-4405-11e5-a383-d319689c3878;adrStmt;replace;org.apache.commons.codec.language.MatchRatingApproachEncoder:414;-2;0;0;0;0;0;43;2;1.5;2.0;1.0;false;CtAssignmentImpl;CtAssignmentImpl
533816a7-42fa-11e5-9b1c-4b0f9fdc007e;adrStmt;delete;org.apache.commons.codec.binary.BinaryCodec:116;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtIfImpl;NA
ec74a322-4311-11e5-b1f3-83753f7b3c86;adrStmt;replace;org.apache.commons.codec.language.Soundex:189;-1;0;0;0;0;0;6;3;3.0;3.0;3.0;false;CtIfImpl;CtIfImpl
ed2b0408-42ae-11e5-a9be-41402f466278;adrStmt;replace;org.apache.commons.codec.digest.UnixCrypt:204;-2;0;0;0;0;0;6;3;2.5;3.0;2.0;false;CtIfImpl;CtIfImpl
cbdfde18-43a1-11e5-afe7-a343ffea98ee;adrStmt;add;org.apache.commons.codec.language.DoubleMetaphone:425;-1;0;0;0;0;0;5;4;3.0;3.0;2.0;false;CtIfImpl;CtIfImpl
ab686c5c-42b1-11e5-8a8d-cdc2cbe669ef;adrStmt;replace;org.apache.commons.codec.binary.Base32:512;-2;0;0;0;0;0;13;39;17.29032258064516;16.0;1.0;false;CtAssignmentImpl;CtAssignmentImpl
830dc023-42ad-11e5-8aaf-27faa568e100;adrStmt;replace;org.apache.commons.codec.binary.Base32:392;-2;0;0;0;0;0;10;23;12.047619047619047;12.0;2.0;false;CtAssignmentImpl;CtAssignmentImpl
f82dbd1c-43a5-11e5-88a6-b9e7fb50ea24;adrStmt;replace;org.apache.commons.codec.language.MatchRatingApproachEncoder:216;-2;0;0;0;0;0;46;1;1.0;1.0;1.0;false;CtIfImpl;CtReturnImpl
6be3ffd9-42eb-11e5-a584-5980af0c84ff;adrStmt;replace;org.apache.commons.codec.language.Caverphone2:92;-1;0;0;0;0;0;12;2;1.5;2.0;1.0;false;CtAssignmentImpl;CtAssignmentImpl
be28e9be-4368-11e5-ad93-cfb1db77ded7;adrStmt;replace;org.apache.commons.codec.digest.UnixCrypt:220;-2;0;0;0;0;0;4;3;2.0;2.0;1.0;false;CtForImpl;CtIfImpl
140c4ecd-43c4-11e5-87ab-fd704e51af64;adrStmt;replace;org.apache.commons.codec.digest.DigestUtils:547;-1;0;0;0;0;0;1;3;2.5;3.0;2.0;false;CtReturnImpl;CtReturnImpl
7774cdcb-42b7-11e5-99c1-ffcb7108362e;adrStmt;replace;org.apache.commons.codec.language.Caverphone2:58;-1;0;0;0;0;0;12;2;1.5;2.0;1.0;false;CtAssignmentImpl;CtAssignmentImpl
e522813e-4395-11e5-a9b7-b757f9e04326;adrStmt;replace;org.apache.commons.codec.digest.Sha2Crypt:476;-1;0;0;0;0;0;6;6;4.0;4.0;2.0;false;CtInvocationImpl;CtInvocationImpl
1efac9b0-42f9-11e5-bd0f-974bb033e607;adrStmt;delete;org.apache.commons.codec.net.URLCodec:210;-2;0;0;0;0;0;9;4;2.5;3.0;1.0;false;CtReturnImpl;NA
8e12db06-42cc-11e5-a9a7-137cdb7b05c3;adrStmt;replace;org.apache.commons.codec.language.DoubleMetaphone:613;-1;0;0;0;0;0;4;3;2.5;3.0;2.0;false;CtOperatorAssignmentImpl;CtUnaryOperatorImpl
7d6eb980-42cf-11e5-8d6d-ad27b5a444b5;adrStmt;replace;org.apache.commons.codec.language.DoubleMetaphone:535;-1;0;0;0;0;0;4;3;2.5;3.0;2.0;false;CtInvocationImpl;CtInvocationImpl
87cfd63b-43d8-11e5-973d-03fa2c50e215;adrStmt;replace;org.apache.commons.codec.language.ColognePhonetic:434;1;0;0;0;0;0;4;3;3.0;3.0;3.0;false;CtIfImpl;CtForEachImpl
f0bb251e-4371-11e5-943f-ef106126249b;adrStmt;delete;org.apache.commons.codec.language.DoubleMetaphone:830;-2;0;0;0;0;0;2;3;3.0;3.0;3.0;false;CtReturnImpl;NA
38ea2add-4316-11e5-9e30-83b69982588c;adrStmt;replace;org.apache.commons.codec.binary.Base64:752;-2;0;0;0;0;0;4;2;2.0;2.0;2.0;false;CtLocalVariableImpl;CtLocalVariableImpl
582e2b65-42e6-11e5-a19a-7b8d61aa3973;adrStmt;replace;org.apache.commons.codec.binary.Base64:445;-2;0;0;0;0;0;46;41;18.64516129032258;17.0;2.0;false;CtIfImpl;CtIfImpl
94f9cdbb-437d-11e5-a468-d53e2da96f2c;adrStmt;add;org.apache.commons.codec.net.RFC1522Codec:135;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtIfImpl;CtIfImpl
31253b9a-42dc-11e5-9266-b94e9486f751;adrStmt;add;org.apache.commons.codec.language.Metaphone:112;-2;0;0;0;0;0;33;2;1.5;2.0;1.0;false;CtIfImpl;CtIfImpl
